Title;Company;Location;Description
Chuyên viên Quản trị Cơ sở dữ liệu - Database Administrator - Khối Công nghệ thông tin (HO25.295);MBBank;Hanoi Capital Region (On-site);"About the job
JOB DESCRIPTION: 
Manage and ensure the operation of the bank’s database systems, covering one or multiple types: MongoDB, PostgreSQL, NoSQL, Oracle, SQL Server, MySQL/MariaDB.
Deploy, configure, monitor, optimize performance, and implement changes and upgrades to database systems.
Build and implement backup solutions, database monitoring tools (Grafana/Prometheus, etc.), and automation tools for database system operations.
Participate in bank projects related to data and database management.

JOB REQUIREMENT: 
Bachelor's degree in Information Technology, Mathematical Informatics, Electronics and Telecommunications, etc.
Open to fresh graduates (minimum GPA of Good or higher).
Preferably experienced with Prometheus/Grafana monitoring tools or ETL software management.
Experience in SQL/PLSQL, bash shell scripting, Linux/Unix/Windows environments.
Holding certifications like MariaDB, OCA, OCP (Oracle), MS SQL Server is an advantage.
Strong research, documentation, presentation, analysis, and problem-solving skills.
Good teamwork and independent working skills.
Good English proficiency, capable of working directly with international partners.
Honest, reliable, cautious, and able to work under pressure."
Data Engineer - Khối Công nghệ thông tin (HO25.310);MBBank;Hanoi Capital Region (On-site);"About the job
JOB DESCRIPTION
- Design, develop, and optimize databases to support various banking operations (Core Banking, Finance, Risk, Customer, etc.)
- Develop and maintain ETL processes from multiple data sources (OLTP, ODS, Data Warehouse, etc.)
- Write PL/SQL code to develop stored procedures and functions for data processing at the database layer
- Analyze data requirements, design data models and data processing flows
- Develop reports and analytical dashboards, ensuring compliance with data quality standards and information security
 - Participate in the operation, monitoring, and troubleshooting of data processing systems, ETL pipelines, and reporting services

JOB REQUIREMENT
- Bachelor’s degree or higher in Information Technology, Computer Science, Software Engineering, Applied Mathematics, Electronics and Telecommunications, Accounting, or Finance and Banking.
- Proficient in AT LEAST ONE programming language: SQL/PLSQL, NoSQL, Java.
- Ability to develop using at least one ETL or reporting tool (Pentaho, ODI, GG, Oracle BI, etc.).
- Knowledge of asynchronous processing, multithreading, and real-time data processing (near real-time), data streaming on platforms such as Oracle, Kafka Streams, etc.
- Preference given to candidates with experience in deployment and development on the OFSAA platform."
Chuyên gia, Chuyên viên cao cấp Kiến trúc ứng dụng - Solution Architect - Khối Công nghệ thông tin (HOLT.10);MBBank;Hanoi Capital Region (On-site);"About the job
Job Description:
Lead the design and solution development for products, meeting business requirements and complying with architectural and technology standards:
Clarify requirements and advise business stakeholders and BAs on the project scope.
Develop overall design solutions to address business problems.
Collaborate with Application Architects (AAs) to create detailed designs solving business issues.
Work with AAs to ensure developments comply with the design.
Participate in building MB’s Reference Architecture:
Join teams with Enterprise Architects (EAs) and Application Architects (AAs) to develop design patterns, decision trees, guidelines, and sample code that meet standards and design principles.
Participate in planning activities:
Provide information and conduct current state surveys to support planning.
Participate in evaluating and proposing planning solutions.
Other tasks:
Review incidents related to assigned systems/solutions.
Coordinate with stakeholders to propose and determine system sizing.
Participate in testing and evaluating new technologies.

Job Requirement:
Graduated from university in Information Technology, Mathematics, Telecommunications Electronics from reputable universities such as Polytechnic University, National University, or hold an equivalent international programming certification.
Minimum 4 years of experience in software programming and design.
Knowledgeable in multiple programming languages: Java, Go, Python, etc.
Good understanding of frameworks such as Spring, Angular, React, Go-zero, etc.
Strong knowledge of various databases: Oracle, MySQL, MongoDB, etc.
Good understanding of platform applications and deployment architectures: Redis, Kafka, Google Cloud (GG), etc.
Well-versed in architecture models: Monolithic, Microservices, Serverless, Event-Driven, and other models like Mini frontend, Miniapp.
Deep understanding of application design from multiple aspects such as integration, security, and network planning.
Knowledge and practical experience with development methodologies such as Waterfall, Agile, etc.
Experience working on private cloud, public cloud platforms, and containerization platforms.
Position is open for senior developers aiming to transition into Solution Architect roles.
English language proficiency: TOEIC score of at least 550."
Senior Frontend Engineer;Sunbytes;Vietnam (Remote);"About the job
This is a remote position.
About Sunbytes
Sunbytes is a leading Tech & Talent Solutions company known for innovative and scalable solutions. We focus on achieving goals for our partners and team members, delivering high-quality products and services, and fostering a supportive, challenging work environment. Our diverse team shares a common purpose, making Sunbytes a great place to work.
We offer comprehensive long-term partnerships, including recruitment, dedicated worldwide talents, and custom software development tailored to meet client needs.
 
About the Role:
Sunbytes is actively seeking a highly skilled [Remote] [Javascript] Senior Front-end Developer to work remotely with our Australian client in a distributed engineering team across Southeast Asia. You will have a chance to join an Australian SaaS company that specializes in sales funnel plug-in and optimization platform.
 
As a Senior Front-end Developer, you will join their team of multinational engineers and collaborate directly with Australian tech leads. You will earn a competitive salary while working in a collaborative, high-trust engineering culture, with plenty of opportunities to work with cutting-edge frontend tech, all at the comfort of your own home.
 
Responsibilities
Build, test, and deploy performant, accessible, and responsive user interfaces.
Work closely with designers to implement a pixel-perfect UI using tools such as Figma or XD.
Collaborate with backend engineers to integrate APIs and services seamlessly.
Write clean, modular, and reusable components using modern frameworks.
Participate in code reviews, testing, and continuous integration processes.
Contribute to technical discussions and help improve development workflows and standards.
Debug and resolve frontend issues in production and staging environments.
 
 

Requirements

Must have
Excellent English communication skills
5+ years of professional experience in frontend development
Solid experience with at least one modern framework: Svelte, React/Preact, or Vue
Deep understanding of JavaScript (ES6+), HTML, and CSS (Flexbox, Grid)
Familiarity with modular CSS methodologies and component-based design, Tailwind CSS is mandatory
Experience working with APIs and integrating frontend applications with backend
services
Comfortable with version control (Git) and code collaboration (PRs, reviews)
Strong focus on performance, accessibility, and usability
Self-motivated with strong attention to detail

Nice to Have
Experience with serverless deployments (Vercel, AWS Lambda, S3, CloudFront)
Familiarity with animation or motion libraries (e.g. Framer Motion, GSAP)
Knowledge of accessibility (WCAG 2.1 standards)
Familiarity with internationalization (i18n)
Experience working in agile teams and remote environments
Familiarity with European, American, or Australian working environments.
Experience in a product company is a plus
 
 

Benefits

Competitive salary
Total 20 days of annual leave (including 10 sick leave days)
Collaborative, high-trust engineering culture
Opportunities to work with cutting-edge frontend tech
Learning and development opportunities sponsored by the company (conference, workshop…)
Business casual work environment
A dynamic and international team, providing a great career journey
Working laptop provided

Desired Skills and Experience
Must have
- Excellent English communication skills
- 5+ years of professional experience in frontend development
- Solid experience with at least one modern framework: Svelte, React/Preact, or Vue
- Deep understanding of JavaScript (ES6+), HTML, and CSS (Flexbox, Grid)
- Familiarity with modular CSS methodologies and component-based design, Tailwind CSS is mandatory
- Experience working with APIs and integrating frontend applications with backend services
- Comfortable with version control (Git) and code collaboration (PRs, reviews)
- Strong focus on performance, accessibility, and usability
- Self-motivated with strong attention to detail

Nice to Have
- Experience with serverless deployments (Vercel, AWS Lambda, S3, CloudFront)
- Familiarity with animation or motion libraries (e.g. Framer Motion, GSAP)
- Knowledge of accessibility (WCAG 2.1 standards)
- Familiarity with internationalisation (i18n)
- Experience working in agile teams and remote environments
- Familiarity with European, American, or Australian working environments.
- Experience in a product company is a plus"
(HCM) - Senior Data Engineer;Techcombank (TCB);Ho Chi Minh City, Vietnam (On-site);"About the job
A. Job Responsibilities:
Lead the team technically in improving scalability, stability and efficiency of our Data platform
Design, build and deploy new libraries and frameworks for our core systems while keeping highest standards of code quality
Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint
Understand the following technologies and navigate them properly: Python, Scala, Spark, SQL etc.
Collaborate with the Data Architect team on regular basic to design/review data models, and application architectures
Maintain software clean architecture, clean code, and high quality.
Participate in code reviews, pair programming, mob programming, and coaching other members

B. Job Requirements:
1. Must have:
Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology, or a related technical field
English is required
Have 5+ years of experience as a Data Engineer or Software Engineer
Have experience in Cloud (AWS/Azure/GCP)
Extremely proficient in at least 1 programming language (Python/Scala/Java)
Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerant distributed systems
Good at multi-threading, atomic operations, computation framework: Spark (DataFrame, SQL, ...), distributed storage, distributed computing
Understand designs of resilience, fault-tolerance, high availability, and high scalability, ...
Tools: CI/CD, Gitlab, ...
Good at communication & team working
Being open-minded, willing to learn new things

2. Nice to have:
Databricks is a plus
Experience in performance tuning/optimizing Big Data programs

C. Working location: 23 Le Duan, HCM

D. Hiring process: Homework => Technical interview => English test => Offer => Onboard"
Chuyên viên Quản trị Cơ sở dữ liệu - Database Administrator - Khối Công nghệ thông tin (HO25.295);MBBank;Hanoi Capital Region (On-site);"About the job
JOB DESCRIPTION: 
Manage and ensure the operation of the bank’s database systems, covering one or multiple types: MongoDB, PostgreSQL, NoSQL, Oracle, SQL Server, MySQL/MariaDB.
Deploy, configure, monitor, optimize performance, and implement changes and upgrades to database systems.
Build and implement backup solutions, database monitoring tools (Grafana/Prometheus, etc.), and automation tools for database system operations.
Participate in bank projects related to data and database management.

JOB REQUIREMENT: 
Bachelor's degree in Information Technology, Mathematical Informatics, Electronics and Telecommunications, etc.
Open to fresh graduates (minimum GPA of Good or higher).
Preferably experienced with Prometheus/Grafana monitoring tools or ETL software management.
Experience in SQL/PLSQL, bash shell scripting, Linux/Unix/Windows environments.
Holding certifications like MariaDB, OCA, OCP (Oracle), MS SQL Server is an advantage.
Strong research, documentation, presentation, analysis, and problem-solving skills.
Good teamwork and independent working skills.
Good English proficiency, capable of working directly with international partners.
Honest, reliable, cautious, and able to work under pressure."
Data Engineer - Khối Công nghệ thông tin (HO25.310);MBBank;Hanoi Capital Region (On-site);"About the job
JOB DESCRIPTION
- Design, develop, and optimize databases to support various banking operations (Core Banking, Finance, Risk, Customer, etc.)
- Develop and maintain ETL processes from multiple data sources (OLTP, ODS, Data Warehouse, etc.)
- Write PL/SQL code to develop stored procedures and functions for data processing at the database layer
- Analyze data requirements, design data models and data processing flows
- Develop reports and analytical dashboards, ensuring compliance with data quality standards and information security
 - Participate in the operation, monitoring, and troubleshooting of data processing systems, ETL pipelines, and reporting services

JOB REQUIREMENT
- Bachelor’s degree or higher in Information Technology, Computer Science, Software Engineering, Applied Mathematics, Electronics and Telecommunications, Accounting, or Finance and Banking.
- Proficient in AT LEAST ONE programming language: SQL/PLSQL, NoSQL, Java.
- Ability to develop using at least one ETL or reporting tool (Pentaho, ODI, GG, Oracle BI, etc.).
- Knowledge of asynchronous processing, multithreading, and real-time data processing (near real-time), data streaming on platforms such as Oracle, Kafka Streams, etc.
- Preference given to candidates with experience in deployment and development on the OFSAA platform."
Senior PHP Developer (Fulltime Remote 100%, 40-48mil VNĐ);REC Talents - HR Solution;Ho Chi Minh City, Vietnam (Remote);"About the job
ORGANIZATION: a Canada Tech company
REPORT TO: Team Lead HCM
SALARY: 40-48 millions vnd/month, sign Contractor, no SHUI
LOCATION: prefer HCMC Vietnam (or any location near by HCMC)
TECHSTACK: prefer WordPress Developer (open for Laravel if candidates open to switch)
WORKTING TIME: Monday to Friday, Vietnam Time
04 hours at day time: flexible time (have app for tracking time)
04 hours at night time: 8pm-12am (20h-24h). 
Please DO NOT apply if you can't work at night-time.

To Apply: Mr. Khải, 0356224600 (zalo)

ABOUT US 
We are a Canadian technology company headquartered in Toronto with dynamic, innovative teams located in Canada, Brazil, the Philippines, and Vietnam. As we continue expanding our global presence, we are actively seeking skilled recruiters based exclusively in Vietnam to help us find top-tier tech talent for our growing international teams.

ROLE OVERVIEW 
Participate in the design and development of dynamic, interactive cloud-based systems that are scalable in both performance and maintainability
Follow coding standards
Develop optimized web application solutions (PHP, Python/Django)
Integrate web services with third party technology
Configure Serve/ Cloud instances etc.

KEY QUALIFICATIONS 
5+ years of professional work experience
Programming Languages: PHP (WordPress/Laravel), HTML/CSS
Experience with AWS and Kubernetes preferred
Server Side Database MySQL, MongoDB etc.
Web Concepts: REST, JSON, XML, OOP, Dependency Injection, SOAP
even better: 
Frameworks: experience with Node.js, React, Django is a plus
Good Knowledge of Linux commands is a plus
Familiar with Apache, Nginx, Server configuration etc. is a plus
Experience with Elasticsearch is a plus
Ability to solve problems quickly and independently

WHAT WE OFFER 
Innovative environment
no boring tasks
lots of prototyping
we move things
This is your opportunity to be part of a growing company. If you seek an entrepreneurial, flexible and team oriented culture and you are passionate about leading from where you sit, come join us. We are ready.

INTERVIEW PROCESS (online 100%)
R1: Technical interview
R2: Assignment Test
R3: CEO interview"
(HCM) - Senior Data Engineer;Techcombank (TCB);Ho Chi Minh City, Vietnam (On-site);"About the job
A. Job Responsibilities:
Lead the team technically in improving scalability, stability and efficiency of our Data platform
Design, build and deploy new libraries and frameworks for our core systems while keeping highest standards of code quality
Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint
Understand the following technologies and navigate them properly: Python, Scala, Spark, SQL etc.
Collaborate with the Data Architect team on regular basic to design/review data models, and application architectures
Maintain software clean architecture, clean code, and high quality.
Participate in code reviews, pair programming, mob programming, and coaching other members

B. Job Requirements:
1. Must have:
Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology, or a related technical field
English is required
Have 5+ years of experience as a Data Engineer or Software Engineer
Have experience in Cloud (AWS/Azure/GCP)
Extremely proficient in at least 1 programming language (Python/Scala/Java)
Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerant distributed systems
Good at multi-threading, atomic operations, computation framework: Spark (DataFrame, SQL, ...), distributed storage, distributed computing
Understand designs of resilience, fault-tolerance, high availability, and high scalability, ...
Tools: CI/CD, Gitlab, ...
Good at communication & team working
Being open-minded, willing to learn new things

2. Nice to have:
Databricks is a plus
Experience in performance tuning/optimizing Big Data programs

C. Working location: 23 Le Duan, HCM

D. Hiring process: Homework => Technical interview => English test => Offer => Onboard"
(HCM) - Senior Data Engineer;Techcombank (TCB);Ho Chi Minh City, Vietnam (On-site);"About the job
A. Job Responsibilities:
Lead the team technically in improving scalability, stability and efficiency of our Data platform
Design, build and deploy new libraries and frameworks for our core systems while keeping highest standards of code quality
Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint
Understand the following technologies and navigate them properly: Python, Scala, Spark, SQL etc.
Collaborate with the Data Architect team on regular basic to design/review data models, and application architectures
Maintain software clean architecture, clean code, and high quality.
Participate in code reviews, pair programming, mob programming, and coaching other members

B. Job Requirements:
1. Must have:
Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology, or a related technical field
English is required
Have 5+ years of experience as a Data Engineer or Software Engineer
Have experience in Cloud (AWS/Azure/GCP)
Extremely proficient in at least 1 programming language (Python/Scala/Java)
Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerant distributed systems
Good at multi-threading, atomic operations, computation framework: Spark (DataFrame, SQL, ...), distributed storage, distributed computing
Understand designs of resilience, fault-tolerance, high availability, and high scalability, ...
Tools: CI/CD, Gitlab, ...
Good at communication & team working
Being open-minded, willing to learn new things

2. Nice to have:
Databricks is a plus
Experience in performance tuning/optimizing Big Data programs

C. Working location: 23 Le Duan, HCM

D. Hiring process: Homework => Technical interview => English test => Offer => Onboard"
Fullstack Engineer (Backend more, AWS);studify;Ho Chi Minh City, Vietnam (Hybrid);"About the job
Key Objectives 
Design, implement, and maintain scalable, efficient, and high-quality backend solutions to support Studify’s products and services.
Ensure a robust, secure, and seamless end-user experience through innovative backend engineering.
Leverage TypeScript, NextJS, NodeJS, NestJS and AWS Infrastructure to create scalable and efficient solutions.
Drive continuous improvements in development processes, standards, and tools for optimal performance.

Job Responsibilities
Build backend systems using TypeScript, Node.js, and frameworks such as ExpressJS or NestJS;
Set up and manage CI/CD pipelines for automated builds, testing, and deployments;
Implement software architecture principles, leveraging Modular Monolith architecture with Domain-Driven Design;
Build and maintain frontend projects using TypeScript, ReactJS, and NextJS;
Collaborate with engineers, stakeholders, and cross-functional teams to create and monitor projects and development standards;
Explore, evaluate, and integrate new tools, frameworks, and methodologies to enhance development processes;
Write and maintain comprehensive unit, integration tests to ensure software quality;
Ensure adherence to Agile methodologies and actively participate in Agile ceremonies;
Other tasks assigned by the line manager.

Qualifications
Education: Bachelor's or Master's degree in Computer Science, Software Engineering, or related fields.
Experience:
4+ years of working experience in software engineering, primarily in Backend side (Javascript/Typescript, Node.js, ExpressJS/NestJS);
Experience with AWS and familiarity;
Strong problem-solving skills;
Ability to collaborate effectively in a team-oriented and Agile environment;
Experience with writing unit test to ensure high-quality software;

Benefits & Culture
Competitive salary and room for negotiation
Hybrid working environment with flexible time
Work devices are provided (ex. Macbook Pro)
Work in a full software development life cycle (SDLC)
Comprehensive personal development plan
“Empowered” Culture filled with open-minded, friendly, positive, transparent, agile leaders and talents."
